transaction_id,user_id,amount,amount_usd,currency,category,merchant,merchant_location,payment_method,transaction_date,is_fraud,fraud_type,description,day_of_week,hour,month
T00008467,U00124,185.89,185.89,USD,Groceries,Whole Foods,"Los Angeles, USA",Credit Card,2024-10-13 18:40:43,0.0,,Groceries purchase at Whole Foods,Sunday,18.0,10.0
T00004528,U00246,216.13,216.13,USD,Healthcare,Doctor Office,"Chicago, USA",Debit Card,2024-10-13 19:17:17,0.0,,Healthcare purchase at Doctor Office,Sunday,19.0,10.0
T00009463,U00164,224.2,224.2,USD,Groceries,Trader Joes,"New York, USA",Bank Transfer,2024-10-13 19:57:33,0.0,,Groceries purchase at Trader Joes,Sunday,19.0,10.0
T00001515,U00180,161.72,161.72,USD,Groceries,Kroger,"Chicago, USA",Digital Wallet,2024-10-13 19:58:39,0.0,,Groceries purchase at Kroger,Sunday,19.0,10.0
T00011509,U00186,103.82,103.82,USD,Entertainment,Concert Hall,"Chicago, USA",Digital Wallet,2024-10-13 20:11:14,0.0,,Entertainment purchase at Concert Hall,Sunday,20.0,10.0
T00006291,U00033,10974.84,1524.28,CNY,Rent,Housing Complex,"Beijing, China",Digital Wallet,2024-10-13 20:12:19,0.0,,Rent purchase at Housing Complex,Sunday,20.0,10.0
T00005197,U00068,300.37,300.37,USD,Healthcare,City Hospital,"New York, USA",Digital Wallet,2024-10-13 20:13:28,0.0,,Healthcare purchase at City Hospital,Sunday,20.0,10.0
T00011427,U00026,42.61,42.61,USD,Healthcare,City Hospital,"Chicago, USA",Credit Card,2024-10-13 20:45:25,0.0,,Healthcare purchase at City Hospital,Sunday,20.0,10.0
T00008468,U00231,698.39,97.0,CNY,Utilities,Water Dept,"Shanghai, China",Credit Card,2024-10-13 21:07:26,0.0,,Utilities purchase at Water Dept,Sunday,21.0,10.0
T00002575,U00066,328.65,328.65,USD,Emergency Fund,Emergency Savings,"Chicago, USA",Bank Transfer,2024-10-14 02:27:46,0.0,,Emergency Fund purchase at Emergency Savings,Monday,2.0,10.0
T00014188,U00230,227.98,227.98,USD,Shopping,Mall Store,"Los Angeles, USA",Bank Transfer,2024-10-14 06:49:58,0.0,,Shopping purchase at Mall Store,Monday,6.0,10.0
T00004895,U00041,348.2,348.2,USD,Insurance,Insurance Corp,"Chicago, USA",Digital Wallet,2024-10-14 08:00:06,0.0,,Insurance purchase at Insurance Corp,Monday,8.0,10.0
T00007733,U00180,3.04,3.04,USD,Savings,High Yield Savings,"New York, USA",Credit Card,2024-10-14 09:30:07,0.0,,Savings purchase at High Yield Savings,Monday,9.0,10.0
T00012976,U00007,607.11,607.11,USD,Travel,Hotel,"New York, USA",Digital Wallet,2024-10-14 09:34:41,0.0,,Travel purchase at Hotel,Monday,9.0,10.0
T00014014,U00108,1585.1,1585.1,USD,Rent,Property Management,"Los Angeles, USA",Bank Transfer,2024-10-14 10:46:22,0.0,,Rent purchase at Property Management,Monday,10.0,10.0
T00006207,U00155,1039.39,144.36,CNY,Dining,Restaurant A,"Beijing, China",Bank Transfer,2024-10-14 11:01:02,0.0,,Dining purchase at Restaurant A,Monday,11.0,10.0
T00000006,U00223,1798980.72,113.86,IDR,Transportation,Parking,"Surabaya, Indonesia",Bank Transfer,2024-10-14 11:45:35,0.0,,Transportation purchase at Parking,Monday,11.0,10.0
T00012375,U00200,347.28,347.28,USD,Insurance,Health Insurance,"New York, USA",Digital Wallet,2024-10-14 12:51:02,0.0,,Insurance purchase at Health Insurance,Monday,12.0,10.0
T00013605,U00154,15778795.42,998.66,IDR,Rent,Property Management,"Surabaya, Indonesia",Bank Transfer,2024-10-14 12:51:46,0.0,,Rent purchase at Property Management,Monday,12.0,10.0
T00006162,U00061,437.88,437.88,USD,Shopping,Best Buy,"New York, USA",Bank Transfer,2024-10-14 12:57:50,0.0,,Shopping purchase at Best Buy,Monday,12.0,10.0
T00002940,U00061,27.81,27.81,USD,Hobbies,Music Store,"Chicago, USA",Credit Card,2024-10-14 12:58:06,0.0,,Hobbies purchase at Music Store,Monday,12.0,10.0
T00001620,U00168,1181.95,1181.95,USD,Rent,Property Management,"Los Angeles, USA",Bank Transfer,2024-10-14 14:07:02,0.0,,Rent purchase at Property Management,Monday,14.0,10.0
T00010774,U00021,57.99,57.99,USD,Savings,Savings Account,"Chicago, USA",Bank Transfer,2024-10-14 15:35:14,0.0,,Savings purchase at Savings Account,Monday,15.0,10.0
T00010944,U00229,301855.7,19.1,IDR,Dining,Cafe B,"Bandung, Indonesia",Credit Card,2024-10-14 17:10:23,0.0,,Dining purchase at Cafe B,Monday,17.0,10.0
T00000218,U00120,1207.61,167.72,CNY,Savings,High Yield Savings,"Beijing, China",Bank Transfer,2024-10-14 17:39:14,0.0,,Savings purchase at High Yield Savings,Monday,17.0,10.0
T00002086,U00013,3349.2,465.17,CNY,Travel,Hotel,"Guangzhou, China",Digital Wallet,2024-10-14 17:39:19,0.0,,Travel purchase at Hotel,Monday,17.0,10.0
T00008652,U00034,4771365.96,301.99,IDR,Shopping,Best Buy,"Bandung, Indonesia",Debit Card,2024-10-14 18:21:54,0.0,,Shopping purchase at Best Buy,Monday,18.0,10.0
T00004960,U00060,1212.02,168.34,CNY,Transportation,Uber,"Beijing, China",Bank Transfer,2024-10-14 19:07:03,0.0,,Transportation purchase at Uber,Monday,19.0,10.0
T00000397,U00241,27.83,27.83,USD,Healthcare,City Hospital,"Chicago, USA",Debit Card,2024-10-14 19:39:23,0.0,,Healthcare purchase at City Hospital,Monday,19.0,10.0
T00004239,U00126,149.26,149.26,USD,Hobbies,Sports Store,"Chicago, USA",Digital Wallet,2024-10-14 20:18:37,0.0,,Hobbies purchase at Sports Store,Monday,20.0,10.0
T00009829,U00212,2240035.91,141.77,IDR,Utilities,Water Dept,"Surabaya, Indonesia",Credit Card,2024-10-14 20:55:27,0.0,,Utilities purchase at Water Dept,Monday,20.0,10.0
T00007165,U00155,1205.24,167.39,CNY,Shopping,Target,"Guangzhou, China",Credit Card,2024-10-14 23:07:58,0.0,,Shopping purchase at Target,Monday,23.0,10.0
T00008711,U00081,5264.44,731.17,CNY,Travel,Airline,"Shanghai, China",Debit Card,2024-10-15 02:10:58,1.0,unusual_time,Travel purchase at Airline,Tuesday,2.0,10.0
T00010884,U00050,738.74,738.74,USD,Investment,Crypto Exchange,"New York, USA",Bank Transfer,2024-10-15 03:22:30,0.0,,Investment purchase at Crypto Exchange,Tuesday,3.0,10.0
T00001307,U00051,2322970.48,147.02,IDR,Transportation,Uber,"Jakarta, Indonesia",Digital Wallet,2024-10-15 07:12:59,0.0,,Transportation purchase at Uber,Tuesday,7.0,10.0
T00000433,U00003,258.01,258.01,USD,Healthcare,Health Clinic,"New York, USA",Credit Card,2024-10-15 08:59:36,0.0,,Healthcare purchase at Health Clinic,Tuesday,8.0,10.0
T00014575,U00173,336.37,336.37,USD,Insurance,Auto Insurance,"Chicago, USA",Debit Card,2024-10-15 09:48:59,0.0,,Insurance purchase at Auto Insurance,Tuesday,9.0,10.0
T00005418,U00200,406.0,406.0,USD,Travel,AirBnB,"Los Angeles, USA",Debit Card,2024-10-15 09:57:34,0.0,,Travel purchase at AirBnB,Tuesday,9.0,10.0
T00006763,U00078,450.25,450.25,USD,Emergency Fund,Emergency Savings,"Los Angeles, USA",Bank Transfer,2024-10-15 10:38:59,0.0,,Emergency Fund purchase at Emergency Savings,Tuesday,10.0,10.0
T00011863,U00077,170.11,170.11,USD,Healthcare,Pharmacy,"New York, USA",Credit Card,2024-10-15 10:43:39,0.0,,Healthcare purchase at Pharmacy,Tuesday,10.0,10.0
T00000676,U00052,61.37,61.37,USD,Transportation,Gas Station,"Los Angeles, USA",Credit Card,2024-10-15 12:00:59,0.0,,Transportation purchase at Gas Station,Tuesday,12.0,10.0
T00010953,U00167,43.49,43.49,USD,Travel,Airline,"Chicago, USA",Debit Card,2024-10-15 12:04:42,0.0,,Travel purchase at Airline,Tuesday,12.0,10.0
T00004181,U00172,2518.15,349.74,CNY,Healthcare,Pharmacy,"Beijing, China",Digital Wallet,2024-10-15 12:37:41,0.0,,Healthcare purchase at Pharmacy,Tuesday,12.0,10.0
T00003808,U00027,8607264.57,544.76,IDR,Savings,High Yield Savings,"Jakarta, Indonesia",Digital Wallet,2024-10-15 12:42:26,0.0,,Savings purchase at High Yield Savings,Tuesday,12.0,10.0
T00000965,U00163,2392618.58,151.43,CNY,Entertainment,Gaming,"Guangzhou, China",Debit Card,2024-10-15 12:47:49,1.0,foreign_location,Entertainment purchase at Gaming,Tuesday,12.0,10.0
T00003528,U00091,1185114.92,75.01,IDR,Utilities,Gas Company,"Jakarta, Indonesia",Digital Wallet,2024-10-15 13:02:18,0.0,,Utilities purchase at Gas Company,Tuesday,13.0,10.0
T00010985,U00137,1159.96,1159.96,USD,Rent,Property Management,"Los Angeles, USA",Credit Card,2024-10-15 13:14:22,0.0,,Rent purchase at Property Management,Tuesday,13.0,10.0
T00012506,U00091,93.86,93.86,USD,Hobbies,Music Store,"New York, USA",Credit Card,2024-10-15 13:33:28,0.0,,Hobbies purchase at Music Store,Tuesday,13.0,10.0
T00008966,U00215,64.05,64.05,USD,Dining,Cafe B,"New York, USA",Credit Card,2024-10-15 13:47:49,0.0,,Dining purchase at Cafe B,Tuesday,13.0,10.0
T00009772,U00050,324.4,324.4,USD,Savings,High Yield Savings,"Chicago, USA",Digital Wallet,2024-10-15 13:56:27,0.0,,Savings purchase at High Yield Savings,Tuesday,13.0,10.0
T00008056,U00184,2040.97,283.47,CNY,Healthcare,City Hospital,"Shanghai, China",Digital Wallet,2024-10-15 14:27:08,0.0,,Healthcare purchase at City Hospital,Tuesday,14.0,10.0
T00012458,U00236,83.64,83.64,USD,Entertainment,Gaming,"New York, USA",Credit Card,2024-10-15 14:50:57,0.0,,Entertainment purchase at Gaming,Tuesday,14.0,10.0
T00002254,U00131,145.22,145.22,USD,Savings,High Yield Savings,"New York, USA",Digital Wallet,2024-10-15 15:28:57,0.0,,Savings purchase at High Yield Savings,Tuesday,15.0,10.0
T00006528,U00231,2094.58,290.91,CNY,Insurance,Health Insurance,"Shanghai, China",Debit Card,2024-10-15 17:37:37,0.0,,Insurance purchase at Health Insurance,Tuesday,17.0,10.0
T00011830,U00100,57.24,57.24,USD,Healthcare,Health Clinic,"New York, USA",Credit Card,2024-10-15 17:57:30,0.0,,Healthcare purchase at Health Clinic,Tuesday,17.0,10.0
T00008746,U00183,5227929.21,330.88,IDR,Shopping,Mall Store,"Surabaya, Indonesia",Credit Card,2024-10-15 19:04:34,0.0,,Shopping purchase at Mall Store,Tuesday,19.0,10.0
T00014134,U00009,826514.16,52.31,IDR,Entertainment,Concert Hall,"Surabaya, Indonesia",Debit Card,2024-10-15 19:25:47,0.0,,Entertainment purchase at Concert Hall,Tuesday,19.0,10.0
T00014565,U00113,195.63,195.63,USD,Emergency Fund,Emergency Savings,"Los Angeles, USA",Digital Wallet,2024-10-15 19:36:36,0.0,,Emergency Fund purchase at Emergency Savings,Tuesday,19.0,10.0
T00006720,U00072,1439.78,1439.78,USD,Rent,Housing Complex,"New York, USA",Credit Card,2024-10-15 19:46:09,0.0,,Rent purchase at Housing Complex,Tuesday,19.0,10.0
T00008046,U00231,9462.04,1314.17,CNY,Rent,Property Management,"Shanghai, China",Credit Card,2024-10-15 19:52:50,0.0,,Rent purchase at Property Management,Tuesday,19.0,10.0
T00000760,U00122,1473073.38,93.23,IDR,Healthcare,Pharmacy,"Bandung, Indonesia",Credit Card,2024-10-15 20:20:53,0.0,,Healthcare purchase at Pharmacy,Tuesday,20.0,10.0
T00008891,U00066,23.15,23.15,USD,Investment,Mutual Fund,"Chicago, USA",Bank Transfer,2024-10-15 20:25:17,0.0,,Investment purchase at Mutual Fund,Tuesday,20.0,10.0
T00001057,U00171,255.86,255.86,USD,Insurance,Health Insurance,"Los Angeles, USA",Bank Transfer,2024-10-16 10:44:56,0.0,,Insurance purchase at Health Insurance,Wednesday,10.0,10.0
T00001734,U00039,1004.81,139.56,CNY,Utilities,Gas Company,"Guangzhou, China",Credit Card,2024-10-16 11:30:19,0.0,,Utilities purchase at Gas Company,Wednesday,11.0,10.0
T00013312,U00059,1766.89,245.4,CNY,Healthcare,Pharmacy,"Guangzhou, China",Digital Wallet,2024-10-16 11:51:48,0.0,,Healthcare purchase at Pharmacy,Wednesday,11.0,10.0
T00013251,U00105,848351.82,53.69,IDR,Dining,Fast Food C,"Surabaya, Indonesia",Digital Wallet,2024-10-16 12:19:07,0.0,,Dining purchase at Fast Food C,Wednesday,12.0,10.0
T00002664,U00178,1988187.2,125.83,IDR,Hobbies,Music Store,"Surabaya, Indonesia",Debit Card,2024-10-16 13:08:41,0.0,,Hobbies purchase at Music Store,Wednesday,13.0,10.0
T00010446,U00236,237.0,32.92,CNY,Transportation,Parking,"Shanghai, China",Credit Card,2024-10-16 13:29:07,0.0,,Transportation purchase at Parking,Wednesday,13.0,10.0
T00012055,U00188,423.59,423.59,USD,Travel,Hotel,"Chicago, USA",Digital Wallet,2024-10-16 13:33:27,0.0,,Travel purchase at Hotel,Wednesday,13.0,10.0
T00014259,U00178,749.04,104.03,CNY,Shopping,Best Buy,"Guangzhou, China",Digital Wallet,2024-10-16 13:55:56,0.0,,Shopping purchase at Best Buy,Wednesday,13.0,10.0
T00000280,U00013,911.52,126.6,CNY,Investment,Mutual Fund,"Guangzhou, China",Credit Card,2024-10-16 14:05:13,0.0,,Investment purchase at Mutual Fund,Wednesday,14.0,10.0
T00003307,U00028,5467984.91,346.07,IDR,Emergency Fund,Emergency Savings,"Bandung, Indonesia",Debit Card,2024-10-16 14:34:13,0.0,,Emergency Fund purchase at Emergency Savings,Wednesday,14.0,10.0
T00008069,U00168,107.3,107.3,USD,Savings,Savings Account,"New York, USA",Credit Card,2024-10-16 14:56:54,0.0,,Savings purchase at Savings Account,Wednesday,14.0,10.0
T00000740,U00129,6994.2,971.42,CNY,Rent,Housing Complex,"Shanghai, China",Credit Card,2024-10-16 15:53:08,0.0,,Rent purchase at Housing Complex,Wednesday,15.0,10.0
T00012115,U00065,1181144.27,74.76,IDR,Dining,Fast Food C,"Surabaya, Indonesia",Debit Card,2024-10-16 17:29:18,0.0,,Dining purchase at Fast Food C,Wednesday,17.0,10.0
T00007618,U00025,1483.25,206.01,CNY,Healthcare,Health Clinic,"Shanghai, China",Bank Transfer,2024-10-16 17:30:31,0.0,,Healthcare purchase at Health Clinic,Wednesday,17.0,10.0
T00003711,U00135,22107388.02,1399.2,IDR,Rent,Housing Complex,"Jakarta, Indonesia",Debit Card,2024-10-16 17:41:54,0.0,,Rent purchase at Housing Complex,Wednesday,17.0,10.0
T00014888,U00056,1408.6,195.64,CNY,Insurance,Health Insurance,"Beijing, China",Digital Wallet,2024-10-16 17:52:42,0.0,,Insurance purchase at Health Insurance,Wednesday,17.0,10.0
T00011809,U00079,6182100.0,391.27,IDR,Travel,Hotel,"Bandung, Indonesia",Digital Wallet,2024-10-16 19:03:16,1.0,round_amount,Travel purchase at Hotel,Wednesday,19.0,10.0
T00007580,U00003,1466.69,203.71,CNY,Savings,High Yield Savings,"Guangzhou, China",Credit Card,2024-10-16 20:07:03,0.0,,Savings purchase at High Yield Savings,Wednesday,20.0,10.0
T00014657,U00044,1521.45,1521.45,USD,Rent,Property Management,"Los Angeles, USA",Debit Card,2024-10-16 20:26:21,0.0,,Rent purchase at Property Management,Wednesday,20.0,10.0
T00007424,U00180,529.92,529.92,USD,Travel,Hotel,"Chicago, USA",Bank Transfer,2024-10-17 00:12:19,0.0,,Travel purchase at Hotel,Thursday,0.0,10.0
T00011060,U00111,2535.36,352.13,CNY,Insurance,Auto Insurance,"Beijing, China",Digital Wallet,2024-10-17 07:03:23,0.0,,Insurance purchase at Auto Insurance,Thursday,7.0,10.0
T00002454,U00221,931.93,129.43,CNY,Hobbies,Craft Shop,"Shanghai, China",Digital Wallet,2024-10-17 09:51:29,0.0,,Hobbies purchase at Craft Shop,Thursday,9.0,10.0
T00004326,U00184,804.42,111.73,CNY,Dining,Cafe B,"Guangzhou, China",Debit Card,2024-10-17 10:21:47,0.0,,Dining purchase at Cafe B,Thursday,10.0,10.0
T00010752,U00128,3741.31,519.63,CNY,Investment,Crypto Exchange,"Shanghai, China",Credit Card,2024-10-17 10:42:32,0.0,,Investment purchase at Crypto Exchange,Thursday,10.0,10.0
T00013678,U00139,234.72,234.72,USD,Insurance,Health Insurance,"Los Angeles, USA",Credit Card,2024-10-17 12:40:38,0.0,,Insurance purchase at Health Insurance,Thursday,12.0,10.0
T00001209,U00027,2099134.85,132.86,IDR,Transportation,Public Transit,"Bandung, Indonesia",Digital Wallet,2024-10-17 12:46:00,0.0,,Transportation purchase at Public Transit,Thursday,12.0,10.0
T00005003,U00116,124.14,124.14,USD,Groceries,Kroger,"New York, USA",Bank Transfer,2024-10-17 13:24:30,0.0,,Groceries purchase at Kroger,Thursday,13.0,10.0
T00003740,U00176,800.0,108.23,CNY,Transportation,Uber,"Guangzhou, China",Debit Card,2024-10-17 13:46:33,1.0,round_amount,Transportation purchase at Uber,Thursday,13.0,10.0
T00006646,U00107,519.51,519.51,USD,Investment,Mutual Fund,"New York, USA",Debit Card,2024-10-17 14:17:35,0.0,,Investment purchase at Mutual Fund,Thursday,14.0,10.0
T00009903,U00110,1244.84,1244.84,USD,Rent,Landlord Payment,"Chicago, USA",Bank Transfer,2024-10-17 14:26:13,0.0,,Rent purchase at Landlord Payment,Thursday,14.0,10.0
T00009526,U00200,552.85,552.85,USD,Savings,High Yield Savings,"Chicago, USA",Digital Wallet,2024-10-17 14:36:25,0.0,,Savings purchase at High Yield Savings,Thursday,14.0,10.0
T00001151,U00105,192.9,192.9,USD,Healthcare,Health Clinic,"Chicago, USA",Debit Card,2024-10-17 15:02:46,0.0,,Healthcare purchase at Health Clinic,Thursday,15.0,10.0
T00011158,U00234,448.35,448.35,USD,Emergency Fund,Emergency Savings,"Chicago, USA",Credit Card,2024-10-17 15:16:57,0.0,,Emergency Fund purchase at Emergency Savings,Thursday,15.0,10.0
T00005232,U00201,102.51,102.51,USD,Healthcare,Pharmacy,"Los Angeles, USA",Bank Transfer,2024-10-17 15:54:26,0.0,,Healthcare purchase at Pharmacy,Thursday,15.0,10.0
T00012963,U00171,109.97,109.97,USD,Utilities,Electric Co,"Los Angeles, USA",Debit Card,2024-10-17 16:02:59,0.0,,Utilities purchase at Electric Co,Thursday,16.0,10.0
T00012943,U00005,310.57,310.57,USD,Savings,Savings Account,"Chicago, USA",Credit Card,2024-10-17 16:20:31,0.0,,Savings purchase at Savings Account,Thursday,16.0,10.0
T00000290,U00151,96.13,96.13,USD,Entertainment,Gaming,"Los Angeles, USA",Digital Wallet,2024-10-17 18:02:20,0.0,,Entertainment purchase at Gaming,Thursday,18.0,10.0
T00009754,U00083,274.51,274.51,USD,Healthcare,City Hospital,"New York, USA",Credit Card,2024-10-17 18:24:12,0.0,,Healthcare purchase at City Hospital,Thursday,18.0,10.0
T00002149,U00060,9009.98,1251.39,CNY,Rent,Housing Complex,"Shanghai, China",Digital Wallet,2024-10-17 18:26:23,0.0,,Rent purchase at Housing Complex,Thursday,18.0,10.0
T00003076,U00107,638.81,638.81,USD,Investment,Crypto Exchange,"Los Angeles, USA",Bank Transfer,2024-10-17 19:25:49,0.0,,Investment purchase at Crypto Exchange,Thursday,19.0,10.0
T00003311,U00161,4726427.03,299.14,IDR,Healthcare,Pharmacy,"Bandung, Indonesia",Debit Card,2024-10-17 19:43:57,0.0,,Healthcare purchase at Pharmacy,Thursday,19.0,10.0
T00000369,U00086,466.69,466.69,USD,Investment,Crypto Exchange,"Chicago, USA",Digital Wallet,2024-10-17 19:47:49,0.0,,Investment purchase at Crypto Exchange,Thursday,19.0,10.0
T00006039,U00235,193.63,193.63,USD,Groceries,Safeway,"New York, USA",Debit Card,2024-10-17 20:13:00,0.0,,Groceries purchase at Safeway,Thursday,20.0,10.0
T00012588,U00108,3505.0,486.81,CNY,Savings,High Yield Savings,"Shanghai, China",Bank Transfer,2024-10-17 20:23:16,0.0,,Savings purchase at High Yield Savings,Thursday,20.0,10.0
T00011145,U00200,726.57,100.91,CNY,Transportation,Uber,"Beijing, China",Debit Card,2024-10-17 22:25:40,0.0,,Transportation purchase at Uber,Thursday,22.0,10.0
T00001199,U00034,3754622.65,237.63,IDR,Groceries,Whole Foods,"Surabaya, Indonesia",Bank Transfer,2024-10-17 23:45:09,0.0,,Groceries purchase at Whole Foods,Thursday,23.0,10.0
T00010163,U00069,24.66,24.66,USD,Dining,Diner D,"New York, USA",Digital Wallet,2024-10-18 08:46:49,0.0,,Dining purchase at Diner D,Friday,8.0,10.0
T00010753,U00181,69.42,69.42,USD,Dining,Fast Food C,"New York, USA",Digital Wallet,2024-10-18 09:46:09,0.0,,Dining purchase at Fast Food C,Friday,9.0,10.0
T00000797,U00185,219.38,30.47,CNY,Entertainment,Gaming,"Shanghai, China",Digital Wallet,2024-10-18 10:29:00,0.0,,Entertainment purchase at Gaming,Friday,10.0,10.0
T00001552,U00034,1339545.4,84.78,IDR,Dining,Fast Food C,"Jakarta, Indonesia",Digital Wallet,2024-10-18 11:13:15,0.0,,Dining purchase at Fast Food C,Friday,11.0,10.0
T00000046,U00097,443.81,443.81,USD,Travel,Hotel,"New York, USA",Debit Card,2024-10-18 11:20:01,0.0,,Travel purchase at Hotel,Friday,11.0,10.0
T00003415,U00147,61.64,61.64,USD,Dining,Diner D,"Chicago, USA",Debit Card,2024-10-18 11:38:57,0.0,,Dining purchase at Diner D,Friday,11.0,10.0
T00003339,U00081,1237971.15,78.35,IDR,Healthcare,Doctor Office,"Surabaya, Indonesia",Digital Wallet,2024-10-18 12:43:04,0.0,,Healthcare purchase at Doctor Office,Friday,12.0,10.0
T00002822,U00138,135.6,135.6,USD,Entertainment,Cinema,"Chicago, USA",Credit Card,2024-10-18 13:20:37,0.0,,Entertainment purchase at Cinema,Friday,13.0,10.0
T00007045,U00061,38.26,38.26,USD,Dining,Restaurant A,"Los Angeles, USA",Bank Transfer,2024-10-18 13:33:32,0.0,,Dining purchase at Restaurant A,Friday,13.0,10.0
T00011138,U00015,5885887.82,372.52,IDR,Healthcare,Doctor Office,"Jakarta, Indonesia",Digital Wallet,2024-10-18 14:40:36,0.0,,Healthcare purchase at Doctor Office,Friday,14.0,10.0
T00001833,U00198,949.71,949.71,USD,Savings,Savings Account,"Los Angeles, USA",Bank Transfer,2024-10-18 14:56:37,0.0,,Savings purchase at Savings Account,Friday,14.0,10.0
T00004679,U00119,935.76,129.97,CNY,Travel,AirBnB,"Guangzhou, China",Credit Card,2024-10-18 15:17:12,0.0,,Travel purchase at AirBnB,Friday,15.0,10.0
T00001753,U00061,305.78,305.78,CNY,Emergency Fund,Emergency Savings,"Beijing, China",Bank Transfer,2024-10-18 17:05:16,1.0,foreign_location,Emergency Fund purchase at Emergency Savings,Friday,17.0,10.0
T00014329,U00143,219.46,219.46,USD,Savings,High Yield Savings,"Chicago, USA",Digital Wallet,2024-10-18 17:38:52,0.0,,Savings purchase at High Yield Savings,Friday,17.0,10.0
T00013042,U00024,1165.11,1165.11,USD,Rent,Landlord Payment,"Chicago, USA",Bank Transfer,2024-10-18 18:36:48,0.0,,Rent purchase at Landlord Payment,Friday,18.0,10.0
T00014516,U00036,101.49,101.49,USD,Dining,Cafe B,"New York, USA",Digital Wallet,2024-10-18 19:05:38,0.0,,Dining purchase at Cafe B,Friday,19.0,10.0
T00009321,U00200,224.26,224.26,USD,Groceries,Trader Joes,"New York, USA",Debit Card,2024-10-18 19:28:48,0.0,,Groceries purchase at Trader Joes,Friday,19.0,10.0
T00001360,U00086,471.93,471.93,USD,Savings,Savings Account,"Los Angeles, USA",Debit Card,2024-10-18 19:34:11,0.0,,Savings purchase at Savings Account,Friday,19.0,10.0
T00014461,U00205,1000.0,1036.36,USD,Rent,Housing Complex,"New York, USA",Credit Card,2024-10-18 20:26:57,1.0,round_amount,Rent purchase at Housing Complex,Friday,20.0,10.0
T00009345,U00102,2084889.74,131.96,IDR,Transportation,Gas Station,"Surabaya, Indonesia",Credit Card,2024-10-19 01:18:09,0.0,,Transportation purchase at Gas Station,Saturday,1.0,10.0
T00005904,U00032,410.52,57.02,CNY,Hobbies,Music Store,"Guangzhou, China",Credit Card,2024-10-19 05:30:03,0.0,,Hobbies purchase at Music Store,Saturday,5.0,10.0
T00006167,U00039,1049.08,145.71,CNY,Hobbies,Sports Store,"Shanghai, China",Bank Transfer,2024-10-19 05:32:02,0.0,,Hobbies purchase at Sports Store,Saturday,5.0,10.0
T00012197,U00007,84.17,84.17,USD,Hobbies,Sports Store,"New York, USA",Debit Card,2024-10-19 07:22:56,0.0,,Hobbies purchase at Sports Store,Saturday,7.0,10.0
T00009052,U00235,67.4,67.4,USD,Shopping,Best Buy,"Los Angeles, USA",Bank Transfer,2024-10-19 07:33:01,0.0,,Shopping purchase at Best Buy,Saturday,7.0,10.0
T00014891,U00149,2435459.91,154.14,IDR,Shopping,Target,"Bandung, Indonesia",Credit Card,2024-10-19 08:39:10,0.0,,Shopping purchase at Target,Saturday,8.0,10.0
T00000743,U00131,148.42,148.42,USD,Entertainment,Gaming,"Chicago, USA",Digital Wallet,2024-10-19 09:22:23,0.0,,Entertainment purchase at Gaming,Saturday,9.0,10.0
T00009577,U00207,953.95,132.49,CNY,Hobbies,Music Store,"Beijing, China",Digital Wallet,2024-10-19 09:35:48,0.0,,Hobbies purchase at Music Store,Saturday,9.0,10.0
T00001358,U00164,52.18,7.25,CNY,Entertainment,Concert Hall,"Beijing, China",Debit Card,2024-10-19 10:17:45,0.0,,Entertainment purchase at Concert Hall,Saturday,10.0,10.0
T00009769,U00136,685.21,95.17,CNY,Dining,Diner D,"Shanghai, China",Digital Wallet,2024-10-19 10:54:06,0.0,,Dining purchase at Diner D,Saturday,10.0,10.0
T00001204,U00024,175.14,175.14,USD,Transportation,Parking,"Chicago, USA",Bank Transfer,2024-10-19 12:06:33,0.0,,Transportation purchase at Parking,Saturday,12.0,10.0
T00005394,U00168,205.18,205.18,USD,Hobbies,Music Store,"Chicago, USA",Bank Transfer,2024-10-19 12:30:01,0.0,,Hobbies purchase at Music Store,Saturday,12.0,10.0
T00006385,U00138,1604685.5,101.56,IDR,Groceries,Safeway,"Bandung, Indonesia",Credit Card,2024-10-19 12:51:30,0.0,,Groceries purchase at Safeway,Saturday,12.0,10.0
T00007516,U00149,556.16,77.24,CNY,Entertainment,Gaming,"Guangzhou, China",Debit Card,2024-10-19 13:40:05,0.0,,Entertainment purchase at Gaming,Saturday,13.0,10.0
T00006756,U00250,951.16,951.16,USD,Rent,Landlord Payment,"Los Angeles, USA",Digital Wallet,2024-10-19 14:35:53,0.0,,Rent purchase at Landlord Payment,Saturday,14.0,10.0
T00008641,U00100,340.83,340.83,USD,Hobbies,Sports Store,"New York, USA",Digital Wallet,2024-10-19 15:32:35,0.0,,Hobbies purchase at Sports Store,Saturday,15.0,10.0
T00010479,U00152,1371.77,190.52,CNY,Entertainment,Gaming,"Shanghai, China",Bank Transfer,2024-10-19 15:47:57,0.0,,Entertainment purchase at Gaming,Saturday,15.0,10.0
T00009112,U00006,3357.52,466.32,CNY,Emergency Fund,Emergency Savings,"Guangzhou, China",Bank Transfer,2024-10-19 16:28:23,0.0,,Emergency Fund purchase at Emergency Savings,Saturday,16.0,10.0
T00009508,U00169,83.28,83.28,USD,Groceries,Trader Joes,"New York, USA",Bank Transfer,2024-10-19 17:02:06,0.0,,Groceries purchase at Trader Joes,Saturday,17.0,10.0
T00001964,U00193,1425604.13,90.23,IDR,Transportation,Parking,"Jakarta, Indonesia",Debit Card,2024-10-19 17:42:22,0.0,,Transportation purchase at Parking,Saturday,17.0,10.0
